person_age,person_gender,person_education,person_income,person_home_ownership,loan_amnt,loan_intent,loan_percent_income,credit_score,previous_loan_defaults_on_file,loan_status
24,male,Associate,48473,MORTGAGE,6000,MEDICAL,0.12,638,Yes,0
22,male,Associate,58878,RENT,5000,DEBTCONSOLIDATION,0.08,629,No,0
25,male,High School,88857,RENT,14000,PERSONAL,0.16,657,No,0
21,male,Bachelor,51622,RENT,7000,EDUCATION,0.14,553,Yes,0
27,male,High School,55082,MORTGAGE,15000,VENTURE,0.27,560,No,0
26,female,Bachelor,45214,RENT,9000,MEDICAL,0.2,679,No,0
23,male,Bachelor,36714,RENT,4093,EDUCATION,0.11,513,Yes,0
24,female,Master,48818,RENT,11000,PERSONAL,0.23,667,Yes,0
26,male,Bachelor,34484,RENT,5187,MEDICAL,0.15,698,No,0
29,male,Bachelor,51402,RENT,9018,PERSONAL,0.18,533,No,0
24,male,Bachelor,82358,MORTGAGE,4000,EDUCATION,0.05,647,Yes,0
22,male,High School,73184,MORTGAGE,17500,DEBTCONSOLIDATION,0.24,522,Yes,0
23,male,High School,49137,RENT,10000,EDUCATION,0.2,504,Yes,0
25,female,Bachelor,58841,RENT,6000,EDUCATION,0.1,671,No,0
31,female,Bachelor,75238,RENT,9024,MEDICAL,0.12,621,Yes,0
26,male,Master,144794,MORTGAGE,10000,HOMEIMPROVEMENT,0.07,549,No,0
32,female,Associate,75405,RENT,3000,PERSONAL,0.04,655,Yes,0
32,male,Bachelor,64861,MORTGAGE,1393,VENTURE,0.02,711,Yes,0
26,male,Bachelor,44547,MORTGAGE,12000,VENTURE,0.27,592,Yes,0
31,male,Associate,145017,MORTGAGE,7188,DEBTCONSOLIDATION,0.05,552,Yes,0
24,male,Bachelor,145147,MORTGAGE,6000,VENTURE,0.04,611,Yes,0
22,male,High School,31011,RENT,2993,EDUCATION,0.1,630,Yes,0
27,male,Bachelor,90874,MORTGAGE,7200,DEBTCONSOLIDATION,0.08,688,Yes,0
23,female,High School,97084,RENT,12000,EDUCATION,0.12,632,Yes,0
24,female,High School,60720,RENT,5000,DEBTCONSOLIDATION,0.08,654,No,0
34,male,Associate,576590,MORTGAGE,14929,DEBTCONSOLIDATION,0.03,651,No,0
27,male,Master,61514,RENT,1500,DEBTCONSOLIDATION,0.02,697,Yes,0
25,female,Bachelor,175032,MORTGAGE,7019,HOMEIMPROVEMENT,0.04,565,No,0
52,female,Master,55922,RENT,4928,EDUCATION,0.09,628,Yes,0
28,male,High School,30779,RENT,4011,PERSONAL,0.13,690,Yes,0
34,male,Doctorate,180949,MORTGAGE,10000,MEDICAL,0.06,684,Yes,0
25,female,Associate,72688,MORTGAGE,18500,EDUCATION,0.25,619,Yes,0
34,male,Bachelor,47312,MORTGAGE,8000,EDUCATION,0.17,705,Yes,0
23,female,Master,70798,MORTGAGE,4000,MEDICAL,0.06,656,Yes,0
45,female,High School,43611,RENT,10000,MEDICAL,0.23,646,Yes,0
30,female,High School,72930,RENT,12000,PERSONAL,0.16,647,Yes,0
41,male,High School,129398,RENT,3754,VENTURE,0.03,669,No,0
24,female,High School,90954,MORTGAGE,12000,HOMEIMPROVEMENT,0.13,632,No,0
27,male,Bachelor,54272,OWN,20000,VENTURE,0.37,571,Yes,0
24,male,Master,61011,RENT,7000,VENTURE,0.11,706,No,0
26,female,Associate,33331,RENT,2576,EDUCATION,0.08,699,No,0
25,female,Associate,193155,RENT,20000,PERSONAL,0.1,685,No,0
23,male,High School,79867,MORTGAGE,16800,PERSONAL,0.21,618,No,0
22,female,High School,52688,RENT,6000,VENTURE,0.11,491,Yes,0
25,male,Bachelor,68057,MORTGAGE,8000,EDUCATION,0.12,669,Yes,0
25,female,Master,45572,RENT,6738,PERSONAL,0.15,697,Yes,0
23,male,Bachelor,69057,MORTGAGE,11406,MEDICAL,0.17,559,Yes,0
25,female,Bachelor,47918,RENT,9153,MEDICAL,0.19,650,Yes,0
25,male,Bachelor,83581,MORTGAGE,4200,HOMEIMPROVEMENT,0.05,682,Yes,0
24,male,High School,121202,MORTGAGE,12993,EDUCATION,0.11,657,No,0
22,male,Bachelor,34506,RENT,4000,VENTURE,0.12,625,Yes,0
28,female,Associate,94732,MORTGAGE,13000,EDUCATION,0.14,632,No,0
28,male,Master,43549,RENT,10000,MEDICAL,0.23,624,Yes,0
27,male,Master,84873,RENT,7059,HOMEIMPROVEMENT,0.08,706,Yes,0
30,male,Associate,85141,RENT,13053,EDUCATION,0.15,575,Yes,0
25,male,Associate,48678,MORTGAGE,5000,MEDICAL,0.1,656,No,0
26,female,Bachelor,39316,RENT,5000,MEDICAL,0.13,657,Yes,0
27,male,Bachelor,70558,OWN,6500,MEDICAL,0.09,682,Yes,0
23,female,Associate,121118,MORTGAGE,25000,VENTURE,0.21,662,Yes,0
26,male,High School,48773,MORTGAGE,3500,VENTURE,0.07,554,No,0
31,male,High School,129359,MORTGAGE,12000,EDUCATION,0.09,583,Yes,0
22,female,Master,49146,RENT,6000,DEBTCONSOLIDATION,0.12,717,No,0
37,female,High School,21491,RENT,1000,VENTURE,0.05,586,Yes,0
36,male,High School,64453,RENT,12000,DEBTCONSOLIDATION,0.19,584,Yes,0
37,female,Associate,44438,MORTGAGE,4800,VENTURE,0.11,675,Yes,0
29,male,Bachelor,175767,MORTGAGE,2271,MEDICAL,0.01,583,Yes,0
23,male,Associate,54964,RENT,4800,PERSONAL,0.09,529,No,0
30,male,Bachelor,146301,MORTGAGE,25361,HOMEIMPROVEMENT,0.17,580,Yes,0
32,female,High School,116381,MORTGAGE,20000,VENTURE,0.17,626,Yes,0
26,female,Bachelor,44421,MORTGAGE,5400,MEDICAL,0.12,640,Yes,0
28,female,Associate,81726,RENT,7500,EDUCATION,0.09,638,No,0
25,male,High School,73272,RENT,8400,VENTURE,0.11,647,Yes,0
24,male,High School,47771,OWN,1500,VENTURE,0.03,610,Yes,0
25,male,Master,49320,MORTGAGE,4673,MEDICAL,0.09,635,No,0
44,female,Bachelor,403758,OWN,10856,VENTURE,0.03,635,Yes,0
26,male,Bachelor,133139,MORTGAGE,25000,PERSONAL,0.19,638,No,0
25,female,High School,72873,MORTGAGE,10000,EDUCATION,0.14,595,Yes,0
31,male,Associate,180756,MORTGAGE,24353,PERSONAL,0.13,666,Yes,0
29,male,Associate,39772,MORTGAGE,3000,VENTURE,0.08,620,Yes,0
40,male,Bachelor,121075,MORTGAGE,2426,DEBTCONSOLIDATION,0.02,670,Yes,0
34,female,Bachelor,156799,MORTGAGE,7000,VENTURE,0.04,644,No,0
33,male,Bachelor,42533,MORTGAGE,10000,MEDICAL,0.24,711,Yes,0
22,male,Associate,92665,MORTGAGE,15000,PERSONAL,0.16,594,Yes,0
28,female,Bachelor,151074,RENT,10996,PERSONAL,0.07,593,No,0
28,female,Bachelor,47791,MORTGAGE,2989,MEDICAL,0.06,582,Yes,0
29,male,Associate,73877,RENT,12000,VENTURE,0.16,654,Yes,0
26,male,Bachelor,123605,MORTGAGE,15000,HOMEIMPROVEMENT,0.12,614,No,0
34,male,Master,48991,RENT,12000,MEDICAL,0.24,676,No,0
28,male,Master,152376,MORTGAGE,7563,HOMEIMPROVEMENT,0.05,639,No,0
38,female,Bachelor,71076,RENT,5000,DEBTCONSOLIDATION,0.07,683,No,0
45,male,Associate,63415,RENT,6000,EDUCATION,0.09,650,No,0
22,male,Master,29761,RENT,1500,EDUCATION,0.05,669,No,0
30,male,High School,64543,MORTGAGE,6419,EDUCATION,0.1,624,Yes,0
37,male,High School,89895,MORTGAGE,7166,MEDICAL,0.08,621,Yes,0
24,female,Associate,30912,RENT,3248,MEDICAL,0.11,606,No,0
29,female,Bachelor,48477,MORTGAGE,3000,PERSONAL,0.06,733,No,0
30,female,High School,117620,MORTGAGE,4989,PERSONAL,0.04,610,Yes,0
27,female,Master,96719,MORTGAGE,15000,EDUCATION,0.16,570,No,0
27,male,Bachelor,132879,MORTGAGE,25000,PERSONAL,0.19,685,Yes,0
22,male,Master,92061,RENT,6924,EDUCATION,0.08,697,Yes,0
29,female,High School,84755,RENT,10000,HOMEIMPROVEMENT,0.12,689,No,0
23,male,Bachelor,192961,MORTGAGE,35000,VENTURE,0.18,657,Yes,0
32,female,Master,54875,RENT,3000,MEDICAL,0.05,701,No,0
26,male,Bachelor,67234,RENT,10000,VENTURE,0.15,646,Yes,0
25,male,Associate,85277,RENT,12000,VENTURE,0.14,623,No,0
24,female,High School,43950,MORTGAGE,4800,VENTURE,0.11,649,Yes,0
36,female,Bachelor,1097671,MORTGAGE,4824,PERSONAL,0,669,Yes,0
24,male,High School,78933,MORTGAGE,6246,PERSONAL,0.08,628,Yes,0
24,male,Bachelor,67232,MORTGAGE,8000,VENTURE,0.12,650,Yes,0
28,female,Bachelor,272305,MORTGAGE,31131,HOMEIMPROVEMENT,0.11,657,No,0
29,female,Associate,114863,MORTGAGE,5000,PERSONAL,0.04,681,No,0
49,female,Associate,66956,MORTGAGE,5000,EDUCATION,0.07,724,Yes,0
32,male,Bachelor,73378,MORTGAGE,2500,EDUCATION,0.03,725,Yes,0
29,female,High School,102806,RENT,10000,HOMEIMPROVEMENT,0.1,697,Yes,0
26,female,Master,156968,MORTGAGE,30000,VENTURE,0.19,618,Yes,0
48,male,Associate,145056,RENT,12000,MEDICAL,0.08,698,Yes,0
23,male,Associate,43003,RENT,6000,EDUCATION,0.14,638,Yes,0
26,female,Bachelor,58538,RENT,7000,EDUCATION,0.12,643,Yes,0
22,female,Associate,97302,MORTGAGE,5000,VENTURE,0.05,611,Yes,0
30,male,Associate,266018,MORTGAGE,2577,DEBTCONSOLIDATION,0.01,566,Yes,0
25,male,Bachelor,56180,MORTGAGE,3852,PERSONAL,0.07,590,Yes,0
26,male,Associate,84778,MORTGAGE,5012,DEBTCONSOLIDATION,0.06,588,Yes,0
24,male,High School,48957,RENT,3600,MEDICAL,0.07,632,Yes,0
27,female,High School,109180,MORTGAGE,8000,EDUCATION,0.07,678,Yes,0
30,male,Master,55792,MORTGAGE,18000,MEDICAL,0.32,587,Yes,0
32,male,Master,102901,MORTGAGE,20000,VENTURE,0.19,745,No,0
28,male,Bachelor,37104,MORTGAGE,12000,EDUCATION,0.32,583,Yes,0
28,male,High School,122267,MORTGAGE,15000,HOMEIMPROVEMENT,0.12,523,Yes,0
30,male,High School,130609,MORTGAGE,7134,PERSONAL,0.05,622,No,0
25,male,Bachelor,37052,RENT,3000,MEDICAL,0.08,701,Yes,0
23,female,Associate,67031,MORTGAGE,8000,EDUCATION,0.12,660,No,0
33,male,Associate,78921,MORTGAGE,12000,PERSONAL,0.15,585,Yes,0
38,female,High School,55775,MORTGAGE,10000,VENTURE,0.18,541,Yes,0
36,female,High School,77447,MORTGAGE,8000,HOMEIMPROVEMENT,0.1,695,Yes,0
35,female,Master,66898,MORTGAGE,1448,EDUCATION,0.02,680,Yes,0
23,male,Bachelor,37157,RENT,4200,VENTURE,0.11,555,Yes,0
23,male,Master,55223,MORTGAGE,5000,VENTURE,0.09,646,No,0
27,male,Bachelor,58479,MORTGAGE,12000,MEDICAL,0.21,694,Yes,0
32,female,Master,91345,MORTGAGE,5600,PERSONAL,0.06,708,No,0
28,female,Bachelor,75855,RENT,12000,VENTURE,0.16,677,Yes,0
24,female,High School,73110,MORTGAGE,4000,EDUCATION,0.05,617,Yes,0
27,female,High School,32499,RENT,7052,MEDICAL,0.22,628,Yes,0
29,female,Bachelor,75128,MORTGAGE,10000,EDUCATION,0.13,682,No,0
24,male,High School,52104,OWN,2029,EDUCATION,0.04,606,Yes,0
30,male,Associate,79074,MORTGAGE,23839,EDUCATION,0.3,685,Yes,0
25,male,Master,18339,RENT,2000,VENTURE,0.11,690,Yes,0
40,female,High School,106514,MORTGAGE,8000,MEDICAL,0.08,640,No,0
36,female,Bachelor,35851,RENT,3479,VENTURE,0.1,631,Yes,0
34,male,High School,31169,RENT,3730,DEBTCONSOLIDATION,0.12,597,Yes,0
28,female,Master,47102,RENT,3568,DEBTCONSOLIDATION,0.08,594,Yes,0
22,male,High School,66548,RENT,2500,PERSONAL,0.04,638,Yes,0
22,female,Associate,42454,RENT,3000,EDUCATION,0.07,570,Yes,0
24,female,High School,54941,MORTGAGE,4650,DEBTCONSOLIDATION,0.08,588,Yes,0
35,female,Bachelor,35560,RENT,1178,MEDICAL,0.03,657,Yes,0
34,male,Associate,63558,RENT,15000,VENTURE,0.24,686,Yes,0
23,female,Bachelor,51167,MORTGAGE,12000,PERSONAL,0.23,659,No,0
30,female,High School,216348,MORTGAGE,7882,PERSONAL,0.04,619,Yes,0
23,female,Bachelor,73146,RENT,2062,EDUCATION,0.03,661,Yes,0
23,female,High School,71632,RENT,11000,PERSONAL,0.15,560,Yes,0
29,male,Associate,111336,MORTGAGE,15000,DEBTCONSOLIDATION,0.13,654,Yes,0
29,male,Associate,60928,MORTGAGE,21856,MEDICAL,0.36,705,No,0
34,female,Bachelor,64077,RENT,2315,PERSONAL,0.04,609,No,0
25,male,Bachelor,75297,MORTGAGE,6510,MEDICAL,0.09,587,Yes,0
26,female,Bachelor,43914,MORTGAGE,7500,EDUCATION,0.17,643,Yes,0
33,female,Associate,100995,MORTGAGE,13137,PERSONAL,0.13,668,Yes,0
27,female,Bachelor,61498,MORTGAGE,11000,VENTURE,0.18,646,Yes,0
25,female,High School,91885,MORTGAGE,14479,MEDICAL,0.16,627,Yes,0
26,male,High School,78953,MORTGAGE,15000,EDUCATION,0.19,577,No,0
30,male,Master,88822,MORTGAGE,10807,PERSONAL,0.12,559,Yes,0
41,female,Bachelor,90988,RENT,12000,EDUCATION,0.13,668,No,0
25,female,Master,53752,RENT,10000,PERSONAL,0.19,630,No,0
25,male,Bachelor,60676,MORTGAGE,8300,HOMEIMPROVEMENT,0.14,540,Yes,0
29,female,Associate,107977,OWN,8000,VENTURE,0.07,683,Yes,0
31,male,Bachelor,122260,MORTGAGE,5000,HOMEIMPROVEMENT,0.04,608,No,0
25,female,Associate,75505,MORTGAGE,3621,VENTURE,0.05,660,Yes,0
27,male,Bachelor,60998,RENT,8399,HOMEIMPROVEMENT,0.14,579,Yes,0
32,male,Associate,151155,MORTGAGE,8000,MEDICAL,0.05,639,No,0
22,male,Master,66109,RENT,3500,HOMEIMPROVEMENT,0.05,649,Yes,0
24,male,Bachelor,44544,MORTGAGE,6400,EDUCATION,0.14,602,Yes,0
24,male,Bachelor,70581,RENT,1467,DEBTCONSOLIDATION,0.02,487,Yes,0
31,male,Associate,29803,RENT,2500,MEDICAL,0.08,682,No,0
27,female,Bachelor,152216,MORTGAGE,8000,PERSONAL,0.05,603,Yes,0
26,male,Master,75365,MORTGAGE,17000,EDUCATION,0.23,654,Yes,0
24,female,High School,36745,OWN,10000,EDUCATION,0.27,638,Yes,0
28,female,Associate,120795,MORTGAGE,20000,EDUCATION,0.17,715,Yes,0
29,male,Bachelor,97141,MORTGAGE,22325,VENTURE,0.23,723,No,0
28,male,Master,103133,MORTGAGE,4444,PERSONAL,0.04,670,No,0
21,female,Associate,34474,RENT,4000,MEDICAL,0.12,623,No,0
37,female,High School,65698,MORTGAGE,8000,MEDICAL,0.12,599,Yes,0
26,female,Bachelor,60939,MORTGAGE,11414,PERSONAL,0.19,582,Yes,0
31,female,Associate,54601,MORTGAGE,7500,DEBTCONSOLIDATION,0.14,631,No,0
23,female,High School,73048,RENT,7500,PERSONAL,0.1,504,Yes,0
32,male,Bachelor,47097,MORTGAGE,10000,VENTURE,0.21,650,Yes,0
25,male,Bachelor,181146,MORTGAGE,25000,DEBTCONSOLIDATION,0.14,671,No,0
27,female,Bachelor,91583,MORTGAGE,18044,MEDICAL,0.2,599,Yes,0
23,male,Associate,79222,MORTGAGE,12000,EDUCATION,0.15,555,Yes,0
30,male,Master,37062,RENT,8000,PERSONAL,0.22,666,Yes,0
31,female,Associate,40324,MORTGAGE,3000,MEDICAL,0.07,671,Yes,0
25,female,Bachelor,115039,MORTGAGE,6545,EDUCATION,0.06,626,Yes,0
31,male,High School,66823,MORTGAGE,4015,PERSONAL,0.06,530,Yes,0
23,male,Bachelor,58732,MORTGAGE,7748,HOMEIMPROVEMENT,0.13,636,Yes,0
32,female,Associate,73213,RENT,10000,VENTURE,0.14,611,No,0
24,female,Associate,48829,RENT,10000,DEBTCONSOLIDATION,0.2,653,No,0
33,male,High School,39914,MORTGAGE,6537,MEDICAL,0.16,653,No,0
28,male,Bachelor,49280,MORTGAGE,10000,DEBTCONSOLIDATION,0.2,640,No,0
31,male,Associate,115023,RENT,2500,DEBTCONSOLIDATION,0.02,638,Yes,0
26,male,Associate,67115,RENT,6000,DEBTCONSOLIDATION,0.09,518,Yes,0
27,female,Associate,38896,RENT,6000,EDUCATION,0.15,670,No,0
26,female,Bachelor,132310,MORTGAGE,20000,VENTURE,0.15,587,Yes,0
23,female,Associate,26791,RENT,5430,EDUCATION,0.2,642,Yes,0
22,male,Bachelor,54238,RENT,12800,MEDICAL,0.24,604,No,0
25,male,Associate,37005,MORTGAGE,3000,DEBTCONSOLIDATION,0.08,480,Yes,0
28,male,High School,136395,MORTGAGE,18937,VENTURE,0.14,622,Yes,0
26,female,High School,125983,MORTGAGE,19678,VENTURE,0.16,548,Yes,0
23,male,Master,103203,MORTGAGE,4000,EDUCATION,0.04,612,No,0
29,male,Associate,87021,RENT,4000,HOMEIMPROVEMENT,0.05,573,Yes,0
25,female,Master,107949,RENT,1657,PERSONAL,0.02,696,Yes,0
47,male,Associate,1661567,MORTGAGE,6545,MEDICAL,0,622,Yes,0
34,female,Bachelor,67128,RENT,12000,DEBTCONSOLIDATION,0.18,692,No,0
22,male,High School,37220,MORTGAGE,6600,PERSONAL,0.18,645,Yes,0
23,female,High School,30032,OWN,6000,MEDICAL,0.2,668,No,0
28,male,Associate,60788,RENT,7200,DEBTCONSOLIDATION,0.12,702,Yes,0
43,male,Bachelor,66920,RENT,5000,PERSONAL,0.07,658,No,0
24,female,High School,39756,MORTGAGE,6000,PERSONAL,0.15,571,Yes,0
29,female,Bachelor,47231,RENT,2200,VENTURE,0.05,649,Yes,0
28,female,Associate,277100,MORTGAGE,9128,DEBTCONSOLIDATION,0.03,678,No,0
27,male,Bachelor,45355,RENT,9000,MEDICAL,0.2,627,Yes,0
22,female,Bachelor,62080,RENT,7500,PERSONAL,0.12,636,No,0
24,female,Bachelor,78962,MORTGAGE,10000,EDUCATION,0.13,621,Yes,0
22,female,Master,41311,MORTGAGE,3000,MEDICAL,0.07,659,No,0
23,male,Bachelor,26203,RENT,4751,VENTURE,0.18,698,Yes,0
42,female,Master,193109,OWN,24000,VENTURE,0.12,721,Yes,0
26,female,High School,108942,MORTGAGE,11054,PERSONAL,0.1,628,No,0
26,male,Bachelor,75372,MORTGAGE,12000,VENTURE,0.16,558,Yes,0
42,female,Associate,57358,RENT,2800,PERSONAL,0.05,557,Yes,0
24,male,High School,61057,MORTGAGE,12571,DEBTCONSOLIDATION,0.21,585,Yes,0
24,male,Master,111803,RENT,12000,DEBTCONSOLIDATION,0.11,620,Yes,0
32,female,Associate,30964,RENT,3000,DEBTCONSOLIDATION,0.1,699,No,0
25,female,Bachelor,101923,MORTGAGE,4303,PERSONAL,0.04,637,Yes,0
46,male,High School,73014,MORTGAGE,5000,EDUCATION,0.07,520,Yes,0
34,male,High School,205136,MORTGAGE,33571,PERSONAL,0.16,663,No,0
27,female,Associate,84816,RENT,13000,EDUCATION,0.15,552,Yes,0
27,male,Master,31184,OWN,8000,EDUCATION,0.26,675,Yes,0
23,female,Associate,52320,RENT,5000,MEDICAL,0.1,666,No,0
25,female,Master,51653,MORTGAGE,8000,PERSONAL,0.15,616,No,0
25,male,Bachelor,70588,RENT,10000,EDUCATION,0.14,614,Yes,0
24,female,Associate,97291,MORTGAGE,15000,HOMEIMPROVEMENT,0.15,607,Yes,0
24,female,Associate,84520,MORTGAGE,5000,PERSONAL,0.06,697,Yes,0
34,male,Master,72868,MORTGAGE,2000,HOMEIMPROVEMENT,0.03,666,No,0
25,female,High School,53032,RENT,3000,EDUCATION,0.06,655,No,0
25,male,Associate,45117,MORTGAGE,10000,VENTURE,0.22,611,Yes,0
25,female,Master,46413,RENT,7000,EDUCATION,0.15,581,Yes,0
26,male,High School,87069,MORTGAGE,9000,HOMEIMPROVEMENT,0.1,644,No,0
32,female,Master,48923,RENT,9600,VENTURE,0.2,689,No,0
36,female,High School,60875,RENT,3000,EDUCATION,0.05,645,No,0
25,female,High School,73208,MORTGAGE,8000,DEBTCONSOLIDATION,0.11,569,Yes,0
28,female,Bachelor,105267,MORTGAGE,6428,VENTURE,0.06,638,Yes,0
46,male,High School,81395,MORTGAGE,24028,EDUCATION,0.3,617,Yes,0
25,male,High School,72989,RENT,12740,DEBTCONSOLIDATION,0.17,646,Yes,0
31,male,Associate,124411,MORTGAGE,6092,MEDICAL,0.05,676,No,0
23,female,Bachelor,75532,MORTGAGE,5930,DEBTCONSOLIDATION,0.08,656,No,0
22,female,Bachelor,49080,RENT,1200,VENTURE,0.02,662,Yes,0
32,female,Bachelor,56239,RENT,8000,DEBTCONSOLIDATION,0.14,695,Yes,0
24,male,Bachelor,54519,MORTGAGE,6500,DEBTCONSOLIDATION,0.12,655,No,0
27,male,Associate,40626,MORTGAGE,4419,EDUCATION,0.11,578,Yes,0
22,male,Associate,50385,RENT,7000,EDUCATION,0.14,644,Yes,0
24,male,Master,181096,MORTGAGE,8000,EDUCATION,0.04,584,Yes,0
24,male,Bachelor,130152,MORTGAGE,11433,EDUCATION,0.09,624,No,0
33,female,High School,43018,RENT,10000,VENTURE,0.23,633,Yes,0
28,female,High School,48883,RENT,1719,MEDICAL,0.04,613,Yes,0
27,male,Associate,34273,RENT,2411,MEDICAL,0.07,684,No,0
22,male,Master,44330,RENT,10000,EDUCATION,0.23,656,Yes,0
23,male,Associate,45477,RENT,5000,VENTURE,0.11,618,Yes,0
26,female,Bachelor,89254,MORTGAGE,10000,EDUCATION,0.11,634,Yes,0
24,male,Bachelor,90076,RENT,11965,MEDICAL,0.13,678,No,0
32,male,Master,144925,MORTGAGE,8000,EDUCATION,0.06,525,Yes,0
39,female,High School,43169,RENT,8000,EDUCATION,0.19,600,Yes,0
25,male,Associate,127877,MORTGAGE,4681,HOMEIMPROVEMENT,0.04,667,Yes,0
31,female,Master,91455,RENT,14000,MEDICAL,0.15,588,Yes,0
23,male,Master,102911,RENT,12000,VENTURE,0.12,630,Yes,0
22,female,High School,53940,RENT,11906,MEDICAL,0.22,615,Yes,0
24,female,High School,79016,MORTGAGE,5398,EDUCATION,0.07,656,No,0
36,male,High School,74986,MORTGAGE,20000,EDUCATION,0.27,587,No,0
36,male,Bachelor,84973,RENT,10000,HOMEIMPROVEMENT,0.12,646,Yes,0
23,male,Bachelor,60739,RENT,14000,VENTURE,0.23,585,Yes,0
25,female,Bachelor,45038,RENT,9172,MEDICAL,0.2,596,No,0
28,male,Master,158663,MORTGAGE,10095,HOMEIMPROVEMENT,0.06,570,No,0
26,female,High School,92321,RENT,5288,DEBTCONSOLIDATION,0.06,644,Yes,0
25,male,Bachelor,43056,RENT,7200,MEDICAL,0.17,683,Yes,0
28,male,Bachelor,356880,MORTGAGE,15443,VENTURE,0.04,645,Yes,0
27,female,Associate,76571,RENT,18000,EDUCATION,0.24,610,Yes,0
23,male,Bachelor,107510,MORTGAGE,24000,PERSONAL,0.22,660,No,0
30,male,Associate,61073,RENT,10000,DEBTCONSOLIDATION,0.16,649,Yes,0
25,female,High School,133313,MORTGAGE,6405,EDUCATION,0.05,615,No,0
24,male,Associate,86886,RENT,3000,HOMEIMPROVEMENT,0.03,628,Yes,0
24,male,High School,37290,RENT,5000,PERSONAL,0.13,604,Yes,0
27,male,Associate,97477,OWN,2633,PERSONAL,0.03,592,Yes,0
39,female,Associate,121217,MORTGAGE,12000,MEDICAL,0.1,579,Yes,0
24,male,High School,51408,RENT,6000,VENTURE,0.12,664,No,0
23,female,Bachelor,86265,RENT,3158,VENTURE,0.04,623,Yes,0
28,male,Bachelor,96918,MORTGAGE,24000,DEBTCONSOLIDATION,0.25,614,Yes,0
23,female,Bachelor,96845,MORTGAGE,2000,MEDICAL,0.02,646,Yes,0
28,female,Master,108852,MORTGAGE,21000,VENTURE,0.19,623,Yes,0
25,female,Master,123310,MORTGAGE,13913,DEBTCONSOLIDATION,0.11,648,No,0
26,male,Bachelor,60731,MORTGAGE,17159,VENTURE,0.28,685,Yes,0
22,male,Bachelor,72999,RENT,10000,EDUCATION,0.14,667,Yes,0
24,male,High School,58563,MORTGAGE,4347,VENTURE,0.07,621,Yes,0
25,female,High School,72917,RENT,1200,DEBTCONSOLIDATION,0.02,578,Yes,0
25,male,Associate,87181,OWN,16000,VENTURE,0.18,613,No,0
25,female,Master,111068,RENT,12000,DEBTCONSOLIDATION,0.11,561,Yes,0
27,male,Bachelor,176144,MORTGAGE,2500,MEDICAL,0.01,591,Yes,0
33,female,Master,103036,MORTGAGE,15000,EDUCATION,0.15,710,Yes,0
24,male,Associate,37254,RENT,4000,EDUCATION,0.11,604,No,0
33,female,Bachelor,70717,RENT,14433,HOMEIMPROVEMENT,0.2,516,Yes,0
39,female,High School,60796,MORTGAGE,6000,PERSONAL,0.1,661,Yes,0
29,male,Master,138763,MORTGAGE,7224,HOMEIMPROVEMENT,0.05,654,Yes,0
29,female,Associate,50012,OWN,9000,MEDICAL,0.18,718,No,0
24,female,Bachelor,63020,RENT,10000,VENTURE,0.16,634,No,0
24,female,Associate,72790,RENT,12000,PERSONAL,0.16,647,No,0
24,male,High School,138952,MORTGAGE,12000,EDUCATION,0.09,638,Yes,0
28,male,Associate,138530,MORTGAGE,17799,EDUCATION,0.13,582,No,0
26,male,Associate,96798,RENT,12000,EDUCATION,0.12,616,Yes,0
25,female,Bachelor,108493,MORTGAGE,15000,MEDICAL,0.14,639,Yes,0
24,male,Bachelor,60996,RENT,5000,VENTURE,0.08,637,Yes,0
29,female,Bachelor,94762,RENT,10000,EDUCATION,0.11,650,No,0
30,female,Bachelor,115160,RENT,10000,DEBTCONSOLIDATION,0.09,633,No,0
30,female,High School,31902,MORTGAGE,6599,EDUCATION,0.21,647,No,0
26,male,Bachelor,64681,RENT,4000,EDUCATION,0.06,640,Yes,0
24,female,High School,204866,RENT,12009,HOMEIMPROVEMENT,0.06,589,Yes,0
21,female,High School,69577,MORTGAGE,8000,HOMEIMPROVEMENT,0.11,532,Yes,0
24,male,Associate,43880,OWN,11284,EDUCATION,0.26,595,Yes,0
29,female,Master,138893,MORTGAGE,8097,VENTURE,0.06,591,Yes,0
40,female,Associate,45690,RENT,10750,EDUCATION,0.24,612,Yes,0
27,male,High School,277839,MORTGAGE,5349,EDUCATION,0.02,598,Yes,0
24,female,Bachelor,72943,RENT,10000,EDUCATION,0.14,596,Yes,0
24,female,Master,66952,OWN,18613,MEDICAL,0.28,712,Yes,0
29,male,Bachelor,193186,MORTGAGE,7000,DEBTCONSOLIDATION,0.04,661,Yes,0
23,female,Bachelor,58546,MORTGAGE,4800,DEBTCONSOLIDATION,0.08,646,No,0
28,male,Master,29893,RENT,5000,PERSONAL,0.17,584,Yes,0
25,male,Master,38006,RENT,5000,PERSONAL,0.13,720,Yes,0
37,female,Doctorate,59285,RENT,5000,VENTURE,0.08,665,Yes,0
29,female,High School,127134,MORTGAGE,25133,EDUCATION,0.2,662,Yes,0
25,female,Associate,37085,MORTGAGE,12000,EDUCATION,0.32,630,Yes,0
32,male,High School,145009,MORTGAGE,28225,MEDICAL,0.19,678,Yes,0
24,male,High School,48954,RENT,6000,VENTURE,0.12,644,No,0
23,female,Bachelor,63376,RENT,6000,EDUCATION,0.09,665,No,0
26,male,Bachelor,156822,MORTGAGE,9000,MEDICAL,0.06,688,Yes,0
41,male,High School,85001,RENT,12000,MEDICAL,0.14,608,No,0
